813,6,16,33,2,1,122,0,6,1
3,970,0,23,1,0,3,0,0,0
13,0,824,6,54,0,101,0,2,0
18,7,15,871,18,0,70,0,1,0
1,0,57,41,746,0,152,0,3,0
0,0,0,0,0,948,1,40,2,9
103,0,36,38,62,1,752,0,7,1
0,0,0,0,0,23,0,955,1,21
4,0,0,3,1,3,12,0,976,1
0,0,0,1,0,11,0,45,1,942
