feature,importance
payment_method,0.09746118678157509
price_inr,0.008015141995724473
num_previous_returns,0.007110257595694447
product_category,0.004618861900415205
delivery_days,-0.0004156936195771399
is_weekend_order,-0.0011510603743614012
num_previous_orders,-0.0016422268849453857
rating_given,-0.002549087015106499
delivery_distance_km,-0.0027110968858541696
discount_pct,-0.002868365004287432
customer_tenure_days,-0.0051918236384256525
